name,last_name,type_document_id,document_id,email,phone,student_state,headquarter_name,amount_1_1,amount_1_10,amount_1_2,amount_1_3,amount_1_4,amount_1_5,amount_1_6,amount_1_7,amount_1_8,amount_1_9,amount_2_1,amount_2_10,amount_2_2,amount_2_3,amount_2_4,amount_2_5,amount_2_6,amount_2_7,amount_2_8,amount_2_9,amount_3_1,amount_3_10,amount_3_2,amount_3_3,amount_3_4,amount_3_5,amount_3_6,amount_3_7,amount_3_8,amount_3_9,concept_1_1,concept_1_10,concept_1_2,concept_1_3,concept_1_4,concept_1_5,concept_1_6,concept_1_7,concept_1_8,concept_1_9,concept_2_1,concept_2_10,concept_2_2,concept_2_3,concept_2_4,concept_2_5,concept_2_6,concept_2_7,concept_2_8,concept_2_9,concept_3_1,concept_3_10,concept_3_2,concept_3_3,concept_3_4,concept_3_5,concept_3_6,concept_3_7,concept_3_8,concept_3_9,payment_method_1_1,payment_method_1_10,payment_method_1_2,payment_method_1_3,payment_method_1_4,payment_method_1_5,payment_method_1_6,payment_method_1_7,payment_method_1_8,payment_method_1_9,payment_method_2_1,payment_method_2_10,payment_method_2_2,payment_method_2_3,payment_method_2_4,payment_method_2_5,payment_method_2_6,payment_method_2_7,payment_method_2_8,payment_method_2_9,payment_method_3_1,payment_method_3_10,payment_method_3_2,payment_method_3_3,payment_method_3_4,payment_method_3_5,payment_method_3_6,payment_method_3_7,payment_method_3_8,payment_method_3_9,receipt_number_1_1,receipt_number_1_10,receipt_number_1_2,receipt_number_1_3,receipt_number_1_4,receipt_number_1_5,receipt_number_1_6,receipt_number_1_7,receipt_number_1_8,receipt_number_1_9,receipt_number_2_1,receipt_number_2_10,receipt_number_2_2,receipt_number_2_3,receipt_number_2_4,receipt_number_2_5,receipt_number_2_6,receipt_number_2_7,receipt_number_2_8,receipt_number_2_9,receipt_number_3_1,receipt_number_3_10,receipt_number_3_2,receipt_number_3_3,receipt_number_3_4,receipt_number_3_5,receipt_number_3_6,receipt_number_3_7,receipt_number_3_8,receipt_number_3_9,state_1,state_2,state_3
Carmen,Roma,CC,84270583,caparroscarlos@example.net,+57 308 753 9042,active,Sede Chapinero,163206.32,286050.47,262843.96,117146.77,81157.23,253580.25,120488.09,278436.09,227923.03,81750.09,261973.46,65535.72,263901.37,128767.82,239017.28,100382.31,128807.46,255861.1,163733.16,173971.65,133889.23,122581.45,73804.93,251907.52,282803.79,94328.65,258108.0,163952.11,101210.91,235883.88,Torneo interno,Uniforme,Recargo por mora,Descuento hermanos,Cuota adicional,Pago anticipado,Cuota adicional,Pago anticipado,Recargo por mora,Uniforme,Cuota adicional,Uniforme,Pago anticipado,Torneo interno,Campamento,Uniforme,Material deportivo,Campamento,Pago anticipado,Mensualidad,Mensualidad,Cuota adicional,Cuota adicional,Descuento hermanos,Cuota adicional,Torneo interno,Material deportivo,Material deportivo,Descuento hermanos,Recargo por mora,Tarjeta,Efectivo,Tarjeta,Transferencia,Efectivo,Tarjeta,Transferencia,PSE,PSE,Tarjeta,Nequi,Daviplata,Efectivo,PSE,Transferencia,Efectivo,Efectivo,Nequi,Transferencia,PSE,Nequi,Tarjeta,Tarjeta,Nequi,PSE,Efectivo,PSE,Tarjeta,Tarjeta,Transferencia,REC-115530,REC-484213,REC-473707,REC-379708,REC-280761,REC-180777,REC-564327,REC-104622,REC-764728,REC-624592,REC-526173,REC-712838,REC-471186,REC-677024,REC-447732,REC-303697,REC-937423,REC-825255,REC-305632,REC-854245,REC-123905,REC-134848,REC-453701,REC-845959,REC-772568,REC-557295,REC-423695,REC-779721,REC-738042,REC-320730,cancelled,active,active
Leyre,Mesa,RC,84593961,cperea@example.net,(303) 6261415,active,Sede Sur,152058.62,84948.31,270677.24,116280.51,90259.96,218728.67,289594.06,70820.86,67422.41,130361.41,140953.27,201159.2,80655.75,271392.4,171999.51,275968.72,139030.8,62141.19,206246.99,133424.7,,,,,,,,,,,Uniforme,Pago anticipado,Campamento,Cuota adicional,Material deportivo,Matrícula,Uniforme,Mensualidad,Campamento,Material deportivo,Pago anticipado,Mensualidad,Cuota adicional,Matrícula,Descuento hermanos,Matrícula,Cuota adicional,Cuota adicional,Torneo interno,Matrícula,,,,,,,,,,,PSE,Daviplata,Efectivo,Tarjeta,PSE,Nequi,Transferencia,Transferencia,Transferencia,Transferencia,Efectivo,Transferencia,Daviplata,Efectivo,Nequi,Efectivo,PSE,Nequi,PSE,Tarjeta,,,,,,,,,,,REC-754376,REC-938617,REC-583358,REC-626622,REC-840534,REC-341218,REC-480214,REC-574367,REC-322748,REC-103463,REC-413538,REC-187620,REC-891906,REC-653392,REC-974376,REC-534785,REC-373484,REC-172517,REC-111014,REC-678529,,,,,,,,,,,active,active,
Tito,Montserrat,CE,88862539,csala@example.net,3204743397,active,Sede Ourense,268458.35,278781.13,186579.39,66259.16,253781.06,289521.48,199428.12,202433.0,283874.38,76234.86,104113.77,101135.29,54627.48,254368.19,136984.43,287656.99,296330.95,211479.13,179400.72,96429.44,165020.15,98117.71,222416.91,233636.36,267583.89,218359.12,99526.39,299822.73,287563.43,278965.52,Cuota adicional,Matrícula,Mensualidad,Uniforme,Mensualidad,Matrícula,Torneo interno,Campamento,Pago anticipado,Material deportivo,Uniforme,Uniforme,Pago anticipado,Pago anticipado,Mensualidad,Mensualidad,Mensualidad,Uniforme,Torneo interno,Mensualidad,Material deportivo,Cuota adicional,Cuota adicional,Mensualidad,Campamento,Matrícula,Matrícula,Campamento,Descuento hermanos,Recargo por mora,Nequi,Daviplata,PSE,Daviplata,Efectivo,Nequi,Efectivo,PSE,Daviplata,Transferencia,Efectivo,Nequi,Nequi,Nequi,Nequi,Transferencia,Efectivo,PSE,PSE,Efectivo,Daviplata,Nequi,Daviplata,Transferencia,Daviplata,PSE,Daviplata,Transferencia,Transferencia,Tarjeta,REC-741533,REC-305513,REC-627323,REC-953417,REC-684071,REC-299714,REC-186540,REC-907501,REC-679509,REC-362002,REC-813528,REC-549390,REC-186243,REC-756112,REC-739515,REC-353931,REC-137029,REC-664645,REC-566095,REC-898324,REC-603493,REC-245274,REC-988059,REC-787076,REC-705197,REC-743644,REC-460359,REC-757407,REC-694078,REC-766589,active,active,active
Liliana,Novoa,CE,90014570,jacintalaguna@example.net,(331) 5031966,active,Sede Norte,63075.23,50741.45,213124.31,216641.56,108453.84,126705.2,244000.05,259481.54,200533.45,95343.88,184306.26,159708.68,210473.1,197252.37,119049.85,194192.1,245974.64,125395.64,76527.89,201297.29,267629.51,58898.18,164009.92,200916.62,112496.93,261251.43,62281.62,89402.49,91938.59,85446.56,Matrícula,Recargo por mora,Pago anticipado,Descuento hermanos,Uniforme,Mensualidad,Matrícula,Material deportivo,Recargo por mora,Torneo interno,Pago anticipado,Campamento,Pago anticipado,Cuota adicional,Pago anticipado,Pago anticipado,Cuota adicional,Recargo por mora,Campamento,Campamento,Torneo interno,Pago anticipado,Campamento,Uniforme,Recargo por mora,Campamento,Matrícula,Campamento,Descuento hermanos,Descuento hermanos,Efectivo,Transferencia,PSE,Tarjeta,Transferencia,PSE,Efectivo,PSE,Transferencia,PSE,Nequi,Nequi,Transferencia,PSE,Transferencia,Nequi,Daviplata,Tarjeta,Transferencia,Transferencia,Daviplata,Nequi,Daviplata,Transferencia,Efectivo,PSE,Tarjeta,Daviplata,Daviplata,PSE,REC-511254,REC-322157,REC-838127,REC-636225,REC-660818,REC-486287,REC-430735,REC-830234,REC-452879,REC-227373,REC-893513,REC-660634,REC-598853,REC-318368,REC-888922,REC-118733,REC-802563,REC-519377,REC-682526,REC-900653,REC-777973,REC-897129,REC-121900,REC-743122,REC-251223,REC-129280,REC-746191,REC-564019,REC-852769,REC-618414,expired,active,active
Verónica,Aller,CC,91737913,atapia@example.com,03115584716,active,Sede Suba,293378.86,92617.5,222835.95,190526.25,176116.96,129016.24,145382.93,172492.55,281058.73,252292.55,,,,,,,,,,,,,,,,,,,,,Recargo por mora,Material deportivo,Descuento hermanos,Descuento hermanos,Mensualidad,Material deportivo,Torneo interno,Mensualidad,Torneo interno,Torneo interno,,,,,,,,,,,,,,,,,,,,,Transferencia,PSE,Nequi,Efectivo,Tarjeta,Nequi,PSE,Daviplata,Tarjeta,Nequi,,,,,,,,,,,,,,,,,,,,,REC-795028,REC-137370,REC-324271,REC-758022,REC-907783,REC-151393,REC-187476,REC-642298,REC-527726,REC-996503,,,,,,,,,,,,,,,,,,,,,active,,
Lina,Plana,CE,91883846,ppulido@example.org,(308) 1760793,active,Sede Sur,60494.81,284218.8,219031.82,115522.56,113066.06,88791.77,175694.79,135083.64,128222.25,65765.12,153294.27,143920.97,240435.85,253391.59,183379.8,206615.63,140638.97,228438.48,100236.13,243103.6,203803.67,291514.98,259506.94,288597.29,71592.05,231172.34,178568.08,277164.57,91270.51,118429.08,Torneo interno,Campamento,Recargo por mora,Mensualidad,Matrícula,Descuento hermanos,Matrícula,Campamento,Uniforme,Uniforme,Uniforme,Uniforme,Pago anticipado,Recargo por mora,Pago anticipado,Descuento hermanos,Pago anticipado,Uniforme,Descuento hermanos,Uniforme,Recargo por mora,Uniforme,Material deportivo,Torneo interno,Mensualidad,Descuento hermanos,Matrícula,Torneo interno,Pago anticipado,Recargo por mora,Tarjeta,Efectivo,PSE,Efectivo,Tarjeta,Efectivo,Efectivo,Nequi,Tarjeta,Daviplata,Daviplata,Efectivo,Daviplata,Tarjeta,Tarjeta,Efectivo,Nequi,PSE,Daviplata,Tarjeta,Nequi,Efectivo,PSE,Tarjeta,PSE,Transferencia,Efectivo,PSE,PSE,Daviplata,REC-499410,REC-447382,REC-329855,REC-728006,REC-221792,REC-960918,REC-755961,REC-288995,REC-305502,REC-942128,REC-864198,REC-275122,REC-897854,REC-393410,REC-531413,REC-929869,REC-108596,REC-441159,REC-214348,REC-333654,REC-173926,REC-800636,REC-248230,REC-764815,REC-577244,REC-752068,REC-692481,REC-711201,REC-946811,REC-470308,active,expired,active
Encarnación,Mascaró,RC,93176117,tabad@example.com,340-360-8529,active,Sede Cáceres,92372.22,166452.64,101004.83,74062.53,183257.1,72156.34,247003.3,260643.12,165897.29,295572.11,221985.81,297442.06,279769.71,229816.28,156321.87,227832.89,70036.41,100299.71,291033.52,173228.6,261075.95,90081.69,230528.74,201213.4,142710.08,69319.3,132299.05,290720.85,213751.21,223959.8,Cuota adicional,Descuento hermanos,Material deportivo,Matrícula,Mensualidad,Mensualidad,Mensualidad,Cuota adicional,Recargo por mora,Campamento,Mensualidad,Campamento,Descuento hermanos,Campamento,Pago anticipado,Mensualidad,Mensualidad,Pago anticipado,Campamento,Descuento hermanos,Recargo por mora,Recargo por mora,Pago anticipado,Cuota adicional,Cuota adicional,Matrícula,Uniforme,Torneo interno,Torneo interno,Cuota adicional,Nequi,Nequi,Daviplata,Nequi,PSE,Tarjeta,Efectivo,PSE,Daviplata,Efectivo,Nequi,Transferencia,Efectivo,PSE,Tarjeta,PSE,Transferencia,PSE,Tarjeta,Tarjeta,Transferencia,Daviplata,PSE,Daviplata,Transferencia,Nequi,Daviplata,Efectivo,PSE,Transferencia,REC-220196,REC-560992,REC-864694,REC-666994,REC-471553,REC-745713,REC-508816,REC-919070,REC-305055,REC-541894,REC-654894,REC-935030,REC-976692,REC-388688,REC-610929,REC-287694,REC-256472,REC-865712,REC-512790,REC-604265,REC-580412,REC-909392,REC-524954,REC-328450,REC-399589,REC-923131,REC-294588,REC-407864,REC-113560,REC-444745,active,active,active
Gracia,Naranjo,TI,94322033,gutierrezhortensia@example.com,302-693-6977,suspended,Sede Navarra,264029.03,192902.76,238362.15,209198.55,81296.01,59811.04,57444.7,121633.84,212517.34,168487.78,280326.36,54405.97,274725.54,88224.85,178341.82,282033.66,66165.18,70088.92,266573.28,298859.35,168619.22,202749.65,98982.43,224635.69,199275.84,140273.79,80631.97,225773.76,84390.28,213124.49,Uniforme,Pago anticipado,Campamento,Matrícula,Cuota adicional,Recargo por mora,Cuota adicional,Matrícula,Descuento hermanos,Matrícula,Uniforme,Recargo por mora,Recargo por mora,Torneo interno,Uniforme,Material deportivo,Matrícula,Pago anticipado,Material deportivo,Uniforme,Descuento hermanos,Campamento,Material deportivo,Recargo por mora,Pago anticipado,Cuota adicional,Material deportivo,Campamento,Descuento hermanos,Pago anticipado,Daviplata,Efectivo,Tarjeta,Daviplata,Nequi,Efectivo,Nequi,Nequi,Efectivo,PSE,PSE,PSE,Efectivo,Tarjeta,Nequi,Transferencia,Efectivo,PSE,Daviplata,PSE,Nequi,Efectivo,Transferencia,Daviplata,PSE,Tarjeta,Daviplata,PSE,Tarjeta,Efectivo,REC-124424,REC-694975,REC-854676,REC-922216,REC-174926,REC-678664,REC-702357,REC-778879,REC-738148,REC-109468,REC-748930,REC-818721,REC-170097,REC-961039,REC-618189,REC-657787,REC-629146,REC-537251,REC-189425,REC-985561,REC-906954,REC-609690,REC-161941,REC-974736,REC-493699,REC-188226,REC-315848,REC-696140,REC-843428,REC-405777,active,expired,active
Juan José,Romero,RC,95320121,oparedes@example.org,03135479144,active,Sede Norte,178675.55,92047.52,227074.25,226046.12,134946.07,291653.1,69734.98,139336.1,273242.2,128781.76,283557.72,174718.59,76552.66,179733.75,130110.35,51900.58,262648.46,207881.13,180012.07,253732.96,61810.82,53262.06,216606.77,104057.95,79629.37,61401.78,185690.27,270125.03,277325.64,67665.42,Campamento,Torneo interno,Torneo interno,Uniforme,Descuento hermanos,Recargo por mora,Uniforme,Mensualidad,Recargo por mora,Mensualidad,Uniforme,Campamento,Descuento hermanos,Recargo por mora,Torneo interno,Pago anticipado,Uniforme,Recargo por mora,Torneo interno,Campamento,Cuota adicional,Pago anticipado,Recargo por mora,Recargo por mora,Cuota adicional,Matrícula,Uniforme,Torneo interno,Cuota adicional,Recargo por mora,Nequi,Efectivo,Daviplata,Tarjeta,PSE,Nequi,Efectivo,Efectivo,Nequi,Transferencia,PSE,Nequi,Nequi,PSE,PSE,Transferencia,Transferencia,Transferencia,Transferencia,PSE,Tarjeta,Efectivo,Efectivo,Transferencia,Transferencia,Daviplata,Nequi,Daviplata,Nequi,Efectivo,REC-561941,REC-751147,REC-775192,REC-677497,REC-975302,REC-716772,REC-854423,REC-537970,REC-559000,REC-187197,REC-513209,REC-153777,REC-483573,REC-685823,REC-401260,REC-225805,REC-674541,REC-800188,REC-916102,REC-444094,REC-461667,REC-549286,REC-511744,REC-112797,REC-132959,REC-897250,REC-198351,REC-671938,REC-253624,REC-610544,expired,active,active
Miguel,Berrocal,CC,97874085,eutropioguardia@example.com,314-523-6553,active,Sede Norte,253930.11,58079.53,176768.89,124237.17,169270.39,163416.08,218420.94,206106.71,228024.62,193900.08,,,,,,,,,,,,,,,,,,,,,Mensualidad,Descuento hermanos,Torneo interno,Recargo por mora,Campamento,Mensualidad,Torneo interno,Material deportivo,Uniforme,Mensualidad,,,,,,,,,,,,,,,,,,,,,Daviplata,Efectivo,Tarjeta,Daviplata,Efectivo,Tarjeta,Nequi,Tarjeta,Nequi,Efectivo,,,,,,,,,,,,,,,,,,,,,REC-592262,REC-879966,REC-433703,REC-177437,REC-823589,REC-504030,REC-516164,REC-950774,REC-684115,REC-279686,,,,,,,,,,,,,,,,,,,,,active,,
León,Baños,CC,98269682,pascual86@example.net,323-737-9167,active,Sede Sur,93430.48,145215.96,236471.04,216456.89,184895.6,242320.59,228472.86,117508.22,190189.94,257235.24,208346.56,262005.08,245605.3,106117.12,125626.87,141663.95,82214.7,117554.92,112369.85,218503.04,,,,,,,,,,,Material deportivo,Mensualidad,Matrícula,Descuento hermanos,Cuota adicional,Descuento hermanos,Cuota adicional,Material deportivo,Material deportivo,Mensualidad,Campamento,Cuota adicional,Material deportivo,Pago anticipado,Recargo por mora,Descuento hermanos,Descuento hermanos,Campamento,Pago anticipado,Pago anticipado,,,,,,,,,,,Nequi,Nequi,Transferencia,Daviplata,Efectivo,Transferencia,PSE,Transferencia,Daviplata,Daviplata,Tarjeta,Nequi,Efectivo,Transferencia,Tarjeta,Daviplata,Daviplata,Efectivo,Transferencia,PSE,,,,,,,,,,,REC-300691,REC-809257,REC-509083,REC-932677,REC-927996,REC-242975,REC-893251,REC-246044,REC-833778,REC-551575,REC-893404,REC-606064,REC-632090,REC-444931,REC-864809,REC-630328,REC-491189,REC-606975,REC-842894,REC-871928,,,,,,,,,,,active,active,
Rosario,Lara,TI,98429450,bmachado@example.net,(312) 3472189,suspended,Sede Centro,112453.75,172219.08,235308.14,184159.91,210498.26,100352.68,170168.58,196265.81,285012.01,92432.83,,,,,,,,,,,,,,,,,,,,,Mensualidad,Uniforme,Descuento hermanos,Torneo interno,Cuota adicional,Uniforme,Matrícula,Mensualidad,Cuota adicional,Recargo por mora,,,,,,,,,,,,,,,,,,,,,PSE,Tarjeta,Efectivo,Nequi,Efectivo,Tarjeta,Efectivo,Nequi,Nequi,Daviplata,,,,,,,,,,,,,,,,,,,,,REC-760000,REC-667758,REC-980813,REC-169470,REC-650009,REC-743729,REC-686443,REC-737455,REC-903164,REC-719452,,,,,,,,,,,,,,,,,,,,,active,,
Cruz,Barrera,RC,99600766,baudelio09@example.com,(327) 8481188,active,Sede Badajoz,90016.29,277289.05,172296.73,118806.25,140890.72,58206.57,132335.08,182098.54,85679.85,215172.19,,,,,,,,,,,,,,,,,,,,,Recargo por mora,Torneo interno,Torneo interno,Material deportivo,Cuota adicional,Torneo interno,Campamento,Descuento hermanos,Cuota adicional,Cuota adicional,,,,,,,,,,,,,,,,,,,,,Tarjeta,Transferencia,Tarjeta,Daviplata,Efectivo,Tarjeta,Tarjeta,Tarjeta,Tarjeta,PSE,,,,,,,,,,,,,,,,,,,,,REC-239924,REC-735165,REC-286063,REC-230419,REC-297558,REC-861467,REC-685096,REC-908887,REC-806372,REC-426633,,,,,,,,,,,,,,,,,,,,,expired,,
Benjamín,Quevedo,RC,99913412,nereida13@example.org,(330) 4731818,active,Sede Norte,80725.93,242524.58,260882.41,118584.23,52340.16,102510.66,97990.28,297998.24,278376.93,213976.97,,,,,,,,,,,,,,,,,,,,,Recargo por mora,Uniforme,Campamento,Recargo por mora,Campamento,Campamento,Descuento hermanos,Pago anticipado,Campamento,Descuento hermanos,,,,,,,,,,,,,,,,,,,,,Efectivo,Nequi,Daviplata,Tarjeta,Efectivo,Tarjeta,Tarjeta,Tarjeta,PSE,Transferencia,,,,,,,,,,,,,,,,,,,,,REC-864700,REC-781755,REC-260984,REC-624281,REC-472546,REC-415676,REC-305972,REC-238050,REC-992403,REC-934847,,,,,,,,,,,,,,,,,,,,,active,,
